title,slug,url,difficulty,acceptance_rate,prompt,examples,tags
Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/,1,42.97,,,
Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/,2,37.02,,,
Biggest Window Between Visits,biggest-window-between-visits,https://leetcode.com/problems/biggest-window-between-visits/,2,70.38,,,
Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/,2,55.89,,,
Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/,3,60.85,,,
Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/,2,71.49,,,
Largest Subarray Length K,largest-subarray-length-k,https://leetcode.com/problems/largest-subarray-length-k/,1,65.13,,,
Sum of Unique Elements,sum-of-unique-elements,https://leetcode.com/problems/sum-of-unique-elements/,1,78.89,,,
Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements/,2,75.17,,,
Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box/,1,74.16,,,
Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/,1,78.92,,,
Decode XORed Array,decode-xored-array,https://leetcode.com/problems/decode-xored-array/,1,86.88,,,
Number of Calls Between Two Persons,number-of-calls-between-two-persons,https://leetcode.com/problems/number-of-calls-between-two-persons/,2,80.94,,,
Number of Distinct Substrings in a String,number-of-distinct-substrings-in-a-string,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string/,2,64.44,,,
Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/,2,47.95,,,
Count Ways to Make Array With Product,count-ways-to-make-array-with-product,https://leetcode.com/problems/count-ways-to-make-array-with-product/,3,52.84,,,
Daily Leads and Partners,daily-leads-and-partners,https://leetcode.com/problems/daily-leads-and-partners/,1,86.59,,,
Decode XORed Permutation,decode-xored-permutation,https://leetcode.com/problems/decode-xored-permutation/,2,65.66,,,
Minimum Number of People to Teach,minimum-number-of-people-to-teach,https://leetcode.com/problems/minimum-number-of-people-to-teach/,2,43.39,,,
Find the Highest Altitude,find-the-highest-altitude,https://leetcode.com/problems/find-the-highest-altitude/,1,83.81,,,
Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/,3,48.58,,,
Count Good Meals,count-good-meals,https://leetcode.com/problems/count-good-meals/,2,31.42,,,
Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/,2,33.34,,,
Maximum Units on a Truck,maximum-units-on-a-truck,https://leetcode.com/problems/maximum-units-on-a-truck/,1,74.17,,,
Count Ways to Distribute Candies,count-ways-to-distribute-candies,https://leetcode.com/problems/count-ways-to-distribute-candies/,3,63.12,,,
Invalid Tweets,invalid-tweets,https://leetcode.com/problems/invalid-tweets/,1,85.58,,,
Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/,3,43.1,,,
Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,3,54.3,,,
Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,https://leetcode.com/problems/maximum-number-of-eaten-apples/,2,40.34,,,
Determine if String Halves Are Alike,determine-if-string-halves-are-alike,https://leetcode.com/problems/determine-if-string-halves-are-alike/,1,78.63,,,
Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,https://leetcode.com/problems/longest-palindromic-subsequence-ii/,2,50.18,,,
Product's Worth Over Invoices,products-worth-over-invoices,https://leetcode.com/problems/products-worth-over-invoices/,1,38.44,,,
Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/,3,44.09,,,
Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/,2,73.17,,,
Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,https://leetcode.com/problems/maximum-score-from-removing-substrings/,2,62.84,,,
Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank/,1,78.43,,,
Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/,2,78.97,,,
Jump Game VI,jump-game-vi,https://leetcode.com/problems/jump-game-vi/,2,45.91,,,
Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/,3,62.68,,,
Maximum Erasure Value,maximum-erasure-value,https://leetcode.com/problems/maximum-erasure-value/,2,59.21,,,
Reformat Phone Number,reformat-phone-number,https://leetcode.com/problems/reformat-phone-number/,1,66.82,,,
Fix Names in a Table,fix-names-in-a-table,https://leetcode.com/problems/fix-names-in-a-table/,1,60.99,,,
Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array/,3,49.05,,,
Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,https://leetcode.com/problems/change-the-root-of-a-binary-tree/,2,74.52,,,
Stone Game VII,stone-game-vii,https://leetcode.com/problems/stone-game-vii/,2,58.23,,,
Count of Matches in Tournament,count-of-matches-in-tournament,https://leetcode.com/problems/count-of-matches-in-tournament/,1,85.94,,,
Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/,2,88.61,,,
Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/,3,42.08,,,
Maximum Binary String After Change,maximum-binary-string-after-change,https://leetcode.com/problems/maximum-binary-string-after-change/,2,46.87,,,
Average Waiting Time,average-waiting-time,https://leetcode.com/problems/average-waiting-time/,2,73.05,,,
Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/,1,78.62,,,
Average Time of Process per Machine,average-time-of-process-per-machine,https://leetcode.com/problems/average-time-of-process-per-machine/,1,68.89,,,
Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/,2,56.65,,,
Minimum Incompatibility,minimum-incompatibility,https://leetcode.com/problems/minimum-incompatibility/,3,39.59,,,
Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs/,2,56.09,,,
Goal Parser Interpretation,goal-parser-interpretation,https://leetcode.com/problems/goal-parser-interpretation/,1,87.65,,,
Hopper Company Queries III,hopper-company-queries-iii,https://leetcode.com/problems/hopper-company-queries-iii/,3,65.87,,,
Correct a Binary Tree,correct-a-binary-tree,https://leetcode.com/problems/correct-a-binary-tree/,2,74.32,,,
Minimize Deviation in Array,minimize-deviation-in-array,https://leetcode.com/problems/minimize-deviation-in-array/,3,53.9,,,
Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/,2,41.51,,,
Lowest Common Ancestor of a Binary Tree III,lowest-common-ancestor-of-a-binary-tree-iii,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/,2,82.25,,,
Richest Customer Wealth,richest-customer-wealth,https://leetcode.com/problems/richest-customer-wealth/,1,88.52,,,
Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence/,2,51.62,,,
Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/,3,39.18,,,
Stone Game VI,stone-game-vi,https://leetcode.com/problems/stone-game-vi/,2,58.6,,,
Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/,2,68.13,,,
Count the Number of Consistent Strings,count-the-number-of-consistent-strings,https://leetcode.com/problems/count-the-number-of-consistent-strings/,1,88.26,,,
Hopper Company Queries II,hopper-company-queries-ii,https://leetcode.com/problems/hopper-company-queries-ii/,3,39.52,,,
Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/,3,59.09,,,
Ways to Make a Fair Array,ways-to-make-a-fair-array,https://leetcode.com/problems/ways-to-make-a-fair-array/,2,64.32,,,
Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/,2,68.45,,,
Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/,1,85.72,,,
Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/,2,67.02,,,
Hopper Company Queries I,hopper-company-queries-i,https://leetcode.com/problems/hopper-company-queries-i/,3,48.19,,,
Determine if Two Strings Are Close,determine-if-two-strings-are-close,https://leetcode.com/problems/determine-if-two-strings-are-close/,2,54.09,,,
Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/,2,40.0,,,
Design an Ordered Stream,design-an-ordered-stream,https://leetcode.com/problems/design-an-ordered-stream/,1,82.1,,,
Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/,2,60.68,,,
Maximize Grid Happiness,maximize-grid-happiness,https://leetcode.com/problems/maximize-grid-happiness/,3,39.53,,,
Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,https://leetcode.com/problems/percentage-of-users-attended-a-contest/,1,58.67,,,
Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/,2,61.27,,,
Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/,2,29.94,,,
Create Sorted Array through Instructions,create-sorted-array-through-instructions,https://leetcode.com/problems/create-sorted-array-through-instructions/,3,39.89,,,
Get Maximum in Generated Array,get-maximum-in-generated-array,https://leetcode.com/problems/get-maximum-in-generated-array/,1,50.93,,,
Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/,2,82.41,,,
Design Front Middle Back Queue,design-front-middle-back-queue,https://leetcode.com/problems/design-front-middle-back-queue/,2,56.18,,,
Maximum Repeating Substring,maximum-repeating-substring,https://leetcode.com/problems/maximum-repeating-substring/,1,39.42,,,
Merge In Between Linked Lists,merge-in-between-linked-lists,https://leetcode.com/problems/merge-in-between-linked-lists/,2,82.23,,,
Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/,3,54.96,,,
All Valid Triplets That Can Represent a Country,all-valid-triplets-that-can-represent-a-country,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country/,1,80.96,,,
Furthest Building You Can Reach,furthest-building-you-can-reach,https://leetcode.com/problems/furthest-building-you-can-reach/,2,50.29,,,
Count Sorted Vowel Strings,count-sorted-vowel-strings,https://leetcode.com/problems/count-sorted-vowel-strings/,2,78.81,,,
Check Array Formation Through Concatenation,check-array-formation-through-concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation/,1,56.92,,,
Find the Missing IDs,find-the-missing-ids,https://leetcode.com/problems/find-the-missing-ids/,2,73.1,,,
Distribute Repeating Integers,distribute-repeating-integers,https://leetcode.com/problems/distribute-repeating-integers/,3,39.62,,,
Minimum Jumps to Reach Home,minimum-jumps-to-reach-home,https://leetcode.com/problems/minimum-jumps-to-reach-home/,2,30.04,,,
Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/,2,65.59,,,
Defuse the Bomb,defuse-the-bomb,https://leetcode.com/problems/defuse-the-bomb/,1,79.19,,,
Path With Minimum Effort,path-with-minimum-effort,https://leetcode.com/problems/path-with-minimum-effort/,2,61.09,,,
Arithmetic Subarrays,arithmetic-subarrays,https://leetcode.com/problems/arithmetic-subarrays/,2,83.69,,,
Slowest Key,slowest-key,https://leetcode.com/problems/slowest-key/,1,59.23,,,
Sellers With No Sales,sellers-with-no-sales,https://leetcode.com/problems/sellers-with-no-sales/,1,54.43,,,
Check If Two Expression Trees are Equivalent,check-if-two-expression-trees-are-equivalent,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/,2,71.06,,,
Best Team With No Conflicts,best-team-with-no-conflicts,https://leetcode.com/problems/best-team-with-no-conflicts/,2,50.38,,,
Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/,2,65.04,,,
Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters/,1,68.22,,,
Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/,2,75.03,,,
Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/,3,57.16,,,
Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/,1,87.07,,,
Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/,2,71.59,,,
Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency/,1,80.16,,,
Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/,3,66.39,,,
Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome/,2,31.34,,,
Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/,1,84.26,,,
Maximal Network Rank,maximal-network-rank,https://leetcode.com/problems/maximal-network-rank/,2,65.39,,,
Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/,3,62.42,,,
Bank Account Summary II,bank-account-summary-ii,https://leetcode.com/problems/bank-account-summary-ii/,1,83.36,,,
The Most Frequently Ordered Products for Each Customer,the-most-frequently-ordered-products-for-each-customer,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/,2,77.91,,,
Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/,3,73.28,,,
Maximum Number of Visible Points,maximum-number-of-visible-points,https://leetcode.com/problems/maximum-number-of-visible-points/,3,37.56,,,
Even Odd Tree,even-odd-tree,https://leetcode.com/problems/even-odd-tree/,2,66.49,,,
Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/,1,66.59,,,
Cat and Mouse II,cat-and-mouse-ii,https://leetcode.com/problems/cat-and-mouse-ii/,3,39.49,,,
Fancy Sequence,fancy-sequence,https://leetcode.com/problems/fancy-sequence/,3,17.29,,,
Binary Search Tree Iterator II,binary-search-tree-iterator-ii,https://leetcode.com/problems/binary-search-tree-iterator-ii/,2,63.16,,,
Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality,https://leetcode.com/problems/coordinate-with-maximum-network-quality/,2,38.24,,,
Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/,2,44.5,,,
Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/,1,67.43,,,
Throne Inheritance,throne-inheritance,https://leetcode.com/problems/throne-inheritance/,2,64.49,,,
Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/,3,64.42,,,
Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/,2,43.84,,,
Crawler Log Folder,crawler-log-folder,https://leetcode.com/problems/crawler-log-folder/,1,71.59,,,
Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/,2,65.5,,,
Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/,3,48.13,,,
Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/,2,34.53,,,
Warehouse Manager,warehouse-manager,https://leetcode.com/problems/warehouse-manager/,1,87.46,,,
Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/,2,68.33,,,
Rearrange Spaces Between Words,rearrange-spaces-between-words,https://leetcode.com/problems/rearrange-spaces-between-words/,1,43.89,,,
Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/,2,82.85,,,
Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/,2,89.94,,,
Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/,3,43.8,,,
Unique Orders and Customers Per Month,unique-orders-and-customers-per-month,https://leetcode.com/problems/unique-orders-and-customers-per-month/,1,82.23,,,
Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/,2,45.72,,,
Design Parking System,design-parking-system,https://leetcode.com/problems/design-parking-system/,1,87.03,,,
Min Cost to Connect All Points,min-cost-to-connect-all-points,https://leetcode.com/problems/min-cost-to-connect-all-points/,2,68.68,,,
Count Unhappy Friends,count-unhappy-friends,https://leetcode.com/problems/count-unhappy-friends/,2,61.94,,,
Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/,3,48.26,,,
Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix/,1,68.67,,,
Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/,2,67.14,,,
Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/,3,70.46,,,
Bank Account Summary,bank-account-summary,https://leetcode.com/problems/bank-account-summary/,2,51.86,,,
Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/,2,63.46,,,
Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/,2,41.86,,,
Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters/,1,45.2,,,
Strings Differ by One Character,strings-differ-by-one-character,https://leetcode.com/problems/strings-differ-by-one-character/,2,41.17,,,
Strange Printer II,strange-printer-ii,https://leetcode.com/problems/strange-printer-ii/,3,59.58,,,
Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/,2,39.15,,,
Make Sum Divisible by P,make-sum-divisible-by-p,https://leetcode.com/problems/make-sum-divisible-by-p/,2,39.5,,,
Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/,1,83.47,,,
Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/,3,53.55,,,
Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/,2,44.35,,,
Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/,3,59.12,,,
The Most Recent Orders for Each Product,the-most-recent-orders-for-each-product,https://leetcode.com/problems/the-most-recent-orders-for-each-product/,2,64.82,,,
Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/,1,43.44,,,
The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,https://leetcode.com/problems/the-most-similar-path-in-a-graph/,3,59.28,,,
Fix Product Name Format,fix-product-name-format,https://leetcode.com/problems/fix-product-name-format/,1,58.98,,,
Stone Game V,stone-game-v,https://leetcode.com/problems/stone-game-v/,3,41.05,,,
Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,2,84.41,,,
Find Latest Group of Size M,find-latest-group-of-size-m,https://leetcode.com/problems/find-latest-group-of-size-m/,2,42.93,,,
Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/,1,58.98,,,
Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/,2,69.27,,,
Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/,2,51.51,,,
Matrix Diagonal Sum,matrix-diagonal-sum,https://leetcode.com/problems/matrix-diagonal-sum/,1,83.63,,,
Count All Possible Routes,count-all-possible-routes,https://leetcode.com/problems/count-all-possible-routes/,3,64.95,,,
Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/,3,35.59,,,
Number of Ways to Split a String,number-of-ways-to-split-a-string,https://leetcode.com/problems/number-of-ways-to-split-a-string/,2,33.74,,,
Magnetic Force Between Two Balls,magnetic-force-between-two-balls,https://leetcode.com/problems/magnetic-force-between-two-balls/,2,71.21,,,
Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal/,2,82.21,,,
Find the Index of the Large Integer,find-the-index-of-the-large-integer,https://leetcode.com/problems/find-the-index-of-the-large-integer/,2,56.26,,,
Patients With a Condition,patients-with-a-condition,https://leetcode.com/problems/patients-with-a-condition/,1,39.3,,,
The Most Recent Three Orders,the-most-recent-three-orders,https://leetcode.com/problems/the-most-recent-three-orders/,2,68.99,,,
Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,3,61.83,,,
Find Longest Awesome Substring,find-longest-awesome-substring,https://leetcode.com/problems/find-longest-awesome-substring/,3,45.0,,,
Make The String Great,make-the-string-great,https://leetcode.com/problems/make-the-string-great/,1,68.25,,,
Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/,2,70.19,,,
Diameter of N-Ary Tree,diameter-of-n-ary-tree,https://leetcode.com/problems/diameter-of-n-ary-tree/,2,74.97,,,
Find Users With Valid E-Mails,find-users-with-valid-e-mails,https://leetcode.com/problems/find-users-with-valid-e-mails/,1,44.37,,,
Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,https://leetcode.com/problems/detect-cycles-in-2d-grid/,2,49.94,,,
Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/,2,62.5,,,
Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/,2,81.1,,,
Thousand Separator,thousand-separator,https://leetcode.com/problems/thousand-separator/,1,53.53,,,
Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/,2,47.81,,,
Get the Maximum Score,get-the-maximum-score,https://leetcode.com/problems/get-the-maximum-score/,3,39.86,,,
Find the Winner of an Array Game,find-the-winner-of-an-array-game,https://leetcode.com/problems/find-the-winner-of-an-array-game/,2,56.74,,,
Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree/,3,60.07,,,
Count Good Triplets,count-good-triplets,https://leetcode.com/problems/count-good-triplets/,1,85.44,,,
Customer Order Frequency,customer-order-frequency,https://leetcode.com/problems/customer-order-frequency/,1,66.95,,,
Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/,2,71.79,,,
Minimum Suffix Flips,minimum-suffix-flips,https://leetcode.com/problems/minimum-suffix-flips/,2,73.41,,,
Shuffle String,shuffle-string,https://leetcode.com/problems/shuffle-string/,1,85.06,,,
Find Root of N-Ary Tree,find-root-of-n-ary-tree,https://leetcode.com/problems/find-root-of-n-ary-tree/,2,78.41,,,
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/,2,47.86,,,
Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/,2,53.09,,,
